City_ID,Weather City,Country,Date,Latitude,Longitude,Cloudiness,Humidity,Max Temperature,Wind Speed
397,sao francisco,IN,1587252510,20.51,76.21,30,25,81.41,3.51
398,isangel,VU,1587252510,-19.55,169.27,75,78,80.6,6.93
399,laguna,US,1587252510,38.42,-121.42,1,45,69.01,13.87
401,siocon,PH,1587252575,7.71,122.14,5,74,83.25,10.94
402,teya,RU,1587252576,60.38,92.63,37,93,29.59,3.31
403,malchevskaya,RU,1587252576,49.06,40.36,71,61,40.06,3.74
404,sioux lookout,US,1587252576,42.73,-96.23,16,22,69.8,24.16
405,hasaki,JP,1587252576,35.73,140.83,20,55,63,10.29
406,koltsovo,RU,1587252576,54.94,83.18,1,75,32,2.24
407,coihueco,CL,1587252576,-36.62,-71.83,20,68,69.8,6.93
408,seoul,KR,1587252423,37.57,126.98,90,67,59,3.36
409,sobolevo,RU,1587252576,54.43,31.9,94,82,34.38,8.84
410,qasigiannguit,GL,1587252576,68.82,-51.19,95,85,23,8.05
411,soplaviento,CO,1587252577,10.39,-75.14,40,74,84.2,14.99
412,yaan,NG,1587252577,7.38,8.57,89,69,81.46,11.43
413,toora-khem,RU,1587252577,52.47,96.11,0,59,33.3,1.52
414,daru,PG,1587252577,-9.08,143.21,47,73,84.15,7.81
415,nara,JP,1587252577,34.69,135.8,75,62,59,12.75
416,xining,CN,1587252577,36.62,101.77,100,26,45.3,2.59
417,salgueiro,BR,1587252577,-8.07,-39.12,100,78,74.1,9.26
418,skjervoy,NO,1587252577,70.03,20.97,100,92,39.15,13.98
419,minsk,BY,1587252530,53.9,27.57,80,64,35.6,6.71
420,kaeo,NZ,1587252578,-35.1,173.78,91,92,66,3
421,portland,US,1587252299,45.52,-122.68,90,76,54,5.82
422,locri,IT,1587252578,38.24,16.26,67,70,61,4
423,thompson,CA,1587252424,55.74,-97.86,20,37,17.6,14.99
424,moen,NO,1587252578,69.13,18.61,100,86,39.2,28.86
425,eganville,CA,1587252578,45.53,-77.1,20,31,48.2,13.87
426,port macquarie,CD,1587252307,-7.03,29.76,98,60,73.72,3.42
427,polis,CY,1587252578,35.04,32.43,95,71,51.8,3.36
428,sechura,PE,1587252578,-5.56,-80.82,0,69,75.92,14.52
429,lata,PT,1587252579,40.16,-8.33,23,92,57,1.01
430,kendari,ID,1587252579,-3.94,122.5,96,87,80.46,2.19
431,creel,MX,1587252579,27.75,-107.63,0,14,58.98,20.38
432,salalah,OM,1587252579,17.02,54.09,40,69,82.4,4.7
433,egvekinot,RU,1587252579,66.32,-179.17,100,89,8.58,20.69
434,aden,YE,1587252435,12.78,45.04,30,77,82.36,14.12
435,kjollefjord,NO,1587252579,70.95,27.35,58,89,35.01,4.74
436,mailsi,PK,1587252579,29.8,72.18,57,47,73.33,5.28
437,moranbah,AU,1587252580,-22,148.05,4,43,85.23,14.29
438,luderitz,NA,1587252580,-26.65,15.16,4,93,59,9.17
439,queenstown,ZA,1587252580,-31.9,26.88,0,43,50.31,1.77
440,chernyshevskiy,RU,1587252580,63.01,112.47,55,89,12.79,7.45
441,santa isabel,PH,1587252580,17.49,120.43,90,61,85.17,1.66
442,keskin,TR,1587252580,39.67,33.61,11,51,53.01,2.93
443,pacific grove,US,1587252580,38.48,-90.74,3,33,64.99,1.99
444,ferrol,ES,1587252546,43.48,-8.24,95,91,55.99,1.99
445,srednekolymsk,RU,1587252581,67.45,153.68,81,89,2.23,11.12
446,san patricio,ML,1587252433,13.3,-4.9,99,21,94.12,8.41
447,springside,GB,1587252581,55.62,-4.6,0,80,41,10.29
448,jalu,LY,1587252581,29.03,21.55,0,38,65.77,9.13
449,irbit,RU,1587252581,57.67,63.07,0,85,34.81,7.7
450,mitu,CO,1587252581,1.2,-70.17,93,90,72.03,2.26
451,chulym,RU,1587252646,55.1,80.96,36,79,39.04,6.49
452,lac du bonnet,AL,1587252646,41.64,19.71,70,93,48.2,3.36
453,gijon,ES,1587252399,43.54,-5.66,82,94,57,2.19
454,buala,SB,1587252647,-8.14,159.59,72,71,83.89,2.86
455,lakes entrance,US,1587252647,61.61,-149.31,75,50,57.2,5.82
456,trairi,BR,1587252647,-3.28,-39.27,32,81,79.11,2.44
457,buzmeyin,TM,1587252647,38.05,58.21,2,82,55.4,4.7
458,tyup,KG,1587252647,42.73,78.36,6,29,41.76,3.85
459,alekseyevka,RU,1587252648,50.63,38.69,3,75,36.79,5.37
460,moerai,PF,1587252648,-22.43,-151.33,35,73,81.19,6.42
461,chapleau,CA,1587252648,47.84,-83.4,90,56,42.8,17.22
462,colomiers,FR,1587252648,43.62,1.35,75,87,59,10.29
463,markova,UA,1587252648,48.68,24.41,46,65,36.1,0.51
464,hofn,IS,1587252649,64.25,-15.21,99,88,45.46,14.67
465,hovd,MN,1587252649,48.01,91.64,1,40,34.7,3.38
466,arvika,SE,1587252649,59.66,12.59,0,69,39,8.05
467,lengshuitan,CN,1587252649,26.41,111.6,99,85,63.54,5.97
468,jarvakandi,EE,1587252649,58.78,24.83,63,69,37.99,1.99
469,ambon,ID,1587252650,-3.7,128.18,40,83,82.4,1.12
470,tombouctou,ML,1587252650,20,-3,90,34,83.05,23.6
471,luganville,VU,1587252650,-15.53,167.17,40,83,82.4,6.93
472,ust-ilimsk,RU,1587252650,58,102.66,0,84,21.65,7.65
473,campbell river,US,1587252650,38.95,-84.38,1,40,54,9.17
474,killybegs,IE,1587252650,54.63,-8.45,58,82,46.99,7
475,tabou,CI,1587252650,4.42,-7.35,100,86,79.34,7.83
476,gizo,SB,1587252651,-8.1,156.84,44,65,86.07,2.35
477,puerto rico,ES,1587252651,36.59,-6.23,42,82,62.6,8.05
478,guarapari,BR,1587252651,-20.67,-40.5,75,78,75.2,10.29
479,luau,AO,1587252651,-10.71,22.22,89,70,65.28,3.71
480,epe,NG,1587252651,6.58,3.98,55,86,80.37,6.15
481,san cristobal,ML,1587252434,13.3,-4.9,99,21,94.12,8.41
482,alice springs,US,1587252652,27.75,-98.07,90,88,68,8.05
483,ueno,JP,1587252652,34.75,136.13,81,85,57,1.99
484,sidi ali,CF,1587252652,5.08,19.88,50,78,73.9,3.96
485,omboue,GA,1587252652,-1.57,9.26,96,87,79.25,4.54
486,beloha,MG,1587252652,-25.17,45.05,6,83,70.66,12.28
487,teahupoo,PF,1587252652,-17.83,-149.27,54,70,87.8,8.05
488,kartaly,RU,1587252652,53.05,60.65,77,79,37.26,7.65
489,challapata,BO,1587252653,-18.9,-66.77,31,19,47.14,3.83
490,lazaro cardenas,DO,1587252653,19.46,-71.33,42,75,82,1.01
491,raton,US,1587252653,36.9,-104.44,20,9,66.2,21.92
492,orocue,CO,1587252653,4.79,-71.34,71,73,78.8,9.33
493,bolobo,CD,1587252653,-2.17,16.23,100,86,73,5.73
494,irawan,PH,1587252653,9.8,118.69,20,74,80.6,6.93
495,iranshahr,IR,1587252542,27.2,60.68,100,31,78.03,2.62
496,kurumkan,RU,1587252654,54.3,110.3,100,75,25.65,2.91
497,gigmoto,PH,1587252654,13.78,124.39,83,77,82.08,13.62
498,nishihara,JP,1587252654,26.18,127.76,75,83,77,11.41
499,khromtau,KZ,1587252654,50.25,58.43,96,67,41.36,0.92
500,berezovka,BY,1587252654,53.72,25.5,33,90,32.23,7.36
501,paamiut,GL,1587252719,61.99,-49.67,100,93,26.33,16.58
502,petropavl,KZ,1587252720,54.88,69.16,100,68,50.54,10.07
503,rio grande,GR,1587252720,38.3,21.78,34,93,51.8,2.01
504,port-cartier,CA,1587252720,50.03,-66.87,75,80,33.01,10.29
505,kiunga,PG,1587252720,-6.12,141.29,99,88,78.48,0.47
506,noshiro,JP,1587252720,40.2,140.02,75,75,55.4,12.75
507,bonthe,SL,1587252720,7.53,-12.51,69,80,79.56,10.22
508,altea,ES,1587252720,38.6,-0.05,100,96,59,7
509,kussnacht,CH,1587252720,47.09,8.44,20,76,57.2,2.24
510,georgiyevka,KZ,1587252721,43.04,74.71,0,75,46.4,4.47
511,pokrovsk,UA,1587252721,48.28,37.18,100,57,42.26,0.4
512,nizhniy kuranakh,RU,1587252721,45.39,39.24,92,76,50,4.47
513,mastic beach,US,1587252721,40.8,-72.84,90,65,44.6,10.29
514,bardiyah,LY,1587252722,31.76,25.09,0,80,57.78,4.23
515,adet,ET,1587252722,11.26,37.49,93,17,63.32,4.43
516,cabinda,AO,1587252722,-5.55,12.2,99,80,78.69,2.33
517,skibbereen,IE,1587252722,51.55,-9.27,90,93,46.4,16.11
518,chontalpa,MX,1587252722,17.7,-93.52,24,51,91.26,5.97
519,ugoofaaru,MV,1587252722,5.67,73,11,75,85.66,11.03
520,ust-maya,RU,1587252722,60.42,134.53,99,88,16.95,2.68
521,lagoa,PT,1587252706,39.05,-27.98,100,84,62.22,17.72
522,micheweni,TZ,1587252723,-4.97,39.83,100,89,79.32,20.69
523,vestmannaeyjar,IS,1587252723,63.44,-20.27,100,93,45.41,14.79
524,souillac,MU,1587252723,-20.52,57.52,40,83,77,11.41
525,novyy urgal,RU,1587252723,45.01,38.98,92,76,50,4.47
526,parabel,RU,1587252723,58.7,81.48,95,79,38.93,12.08
527,bend,US,1587252559,44.06,-121.32,99,28,52,1.99
528,ola,RU,1587252723,59.58,151.28,100,85,12.81,12.71
529,poum,NC,1587252724,-20.23,164.02,52,75,78.94,12.77
530,barreirinhas,BR,1587252724,-2.75,-42.83,100,82,78.71,4.56
531,ferkessedougou,CI,1587252724,9.6,-5.2,64,61,82.42,9.71
532,capela,BR,1587252724,-10.5,-37.05,40,88,78.8,3.36
533,krasnozerskoye,RU,1587252724,53.98,79.24,29,80,42.22,6.85
534,churapcha,RU,1587252724,62,132.43,0,84,12.7,6.73
535,aykhal,RU,1587252724,66,111.5,1,43,10.4,4.47
536,moroni,KM,1587252724,-11.7,43.26,80,78,81.48,14.5
537,shingu,JP,1587252725,33.73,135.98,40,58,59,17.22
538,nouadhibou,MR,1587252725,20.93,-17.03,0,77,68,13.87
539,longyearbyen,SJ,1587252725,78.22,15.64,20,92,28.4,2.24
540,kuching,MY,1587252725,1.55,110.33,40,94,75.2,2.24
541,galveston,US,1587252595,29.37,-94.97,100,92,73,3
542,sistranda,NO,1587252725,63.73,8.83,75,93,42.8,5.82
543,phan rang,TH,1587252725,19.55,99.74,24,83,77,2.24
544,wanning,CN,1587252725,18.8,110.4,3,84,77.97,9.53
545,tommot,RU,1587252726,58.96,126.29,62,85,17.26,5.3
546,camacha,PT,1587252726,33.08,-16.33,20,72,62.6,10.29
547,altamont,US,1587252726,42.21,-121.74,75,29,61,12.75
548,doha,QA,1587252705,25.29,51.53,71,83,75.99,4.7
549,kita,ML,1587252726,13.03,-9.49,72,18,89.91,11.12
550,bilibino,RU,1587252726,68.05,166.44,71,79,7.97,5.64
551,wasilla,US,1587252791,61.58,-149.44,90,66,57.2,3.36
552,mount isa,GB,1587252791,53.66,-1.85,94,93,45,1.01
555,lidkoping,SE,1587252792,58.51,13.16,0,65,41,6.93
556,verkhnyaya toyma,RU,1587252792,60.98,40.21,53,97,24.66,3.06
557,curvelo,BR,1587252694,-18.76,-44.43,90,75,68.76,5.86
558,inyonga,TZ,1587252792,-6.72,32.07,99,68,64.36,3.51
559,darnah,LY,1587252792,32.77,22.64,0,69,59,9.98
560,kidal,ML,1587252792,18.44,1.41,4,11,85.98,8.21
561,vila franca do campo,PT,1587252792,42.03,-8.16,90,93,50,2.24
562,deloraine,AU,1587252793,-41.53,146.67,57,78,52,1.01
563,sao jose da coroa grande,IN,1587252793,20.51,76.21,30,25,81.41,3.51
564,lahore,PK,1587252628,31.55,74.34,20,72,68,5.82
565,fukue,JP,1587252793,32.69,128.84,75,76,57.2,6.93
566,high prairie,US,1587252793,33.61,-95.75,75,55,66.2,8.05
